CID,Atom number,Atom type,CEH-v2,EEQ,EEQ_BC,wB97M-V
mlm_H3N1F1Ar1U1Es1_67a66f,7,92,0.0593432046169892,0.4702570921312163,0.5701416597352054,0.749837
mlm_H3N1F1Ar1U1Es1_67a66f,8,99,0.6280168007548494,0.7223782354088192,0.9005469270561481,0.445388
mlm_H3N1F2Bk1Lr1_b26847,7,97,-0.7299162968695614,0.3581078998146705,0.5458246440156371,0.538769
mlm_H3N1F2Bk1Lr1_b26847,8,103,2.163074900243129,0.4799231657307836,0.9860576268773736,0.49587
mlm_H3N1He1Li1Pa1Lr1_498d74,7,91,-0.339418735240627,0.410164057831784,0.5261340687768743,0.680796
mlm_H3N1He1Li1Pa1Lr1_498d74,8,103,2.115176867153171,0.1903987238929587,0.514003511742723,0.346456
mlm_H3N1Li1F1Na1Am1Lr1_81b6fa,8,95,-0.594967342410277,0.523066413212694,0.6607354278945965,0.642573
mlm_H3N1Li1F1Na1Am1Lr1_81b6fa,9,103,1.189044820297816,0.3614750107444965,0.9787653729267308,0.09232
mlm_H3N1O1Be1Bk1Es1_62c01a,7,97,1.093334205104482,0.1187551878167735,0.2833404706137887,0.319538
mlm_H3N1O1Be1Bk1Es1_62c01a,8,99,-0.014765105050758,0.4150283116547095,0.4796323958223104,0.356652
mlm_H3N2He2U1Cm1_fbca1b,8,92,-0.1629980732130569,0.6754848195238132,0.7597090698582313,0.740561
mlm_H3N2He2U1Cm1_fbca1b,9,96,0.7463574363824483,0.7878394793089893,0.5264097534430386,0.476555
mlm_H3N2Mg1Ac1Md1_f146a2,7,89,-1.1936704738967625,0.7883609201293749,0.9459542719865084,0.345382
mlm_H3N2Mg1Ac1Md1_f146a2,8,101,0.2611174931109579,0.2180195645358373,0.342781284084764,0.478755
mlm_H3N2O1He1Mg1Cm1Fm1_4a1bbb,9,96,-0.2774877352667103,0.3487064567083612,0.4193645510617808,0.638988
mlm_H3N2O1He1Mg1Cm1Fm1_4a1bbb,10,100,1.309583974283128,0.4048815240076624,0.6206444446979232,0.29219
mlm_H3Ne1Mg2Ac1U1_2ebf01,7,89,-1.9921380961438633,0.1424173560510926,1.142511147484684,-0.089573
mlm_H3Ne1Mg2Ac1U1_2ebf01,8,92,1.4306748966910336,0.0159143055713454,0.1418205856166601,0.385368
mlm_H3Ne3Ac1Pu1_9684bc,7,89,-1.5593478112870278,0.3181519920632413,0.8852147937612933,-0.02851
mlm_H3Ne3Ac1Pu1_9684bc,8,94,0.4328457578026617,0.453298982661773,0.2011084203401023,0.549595
mlm_H3Ne3Ac1Th1_f4cf62,7,89,-1.385846474659718,0.3510680439147657,0.8859745408346682,-0.13159
mlm_H3Ne3Ac1Th1_f4cf62,8,90,0.1252161646969506,0.3586584640651069,0.1793978682745257,0.480098
mlm_H3O1Cl2Ar1Pa1Pu1_d02747,8,91,0.9154003139084104,0.4459612677481982,0.6437052167285118,0.689902
mlm_H3O1Cl2Ar1Pa1Pu1_d02747,9,94,-0.0966174679175639,0.6189860317357314,0.7413395986995339,0.327385
mlm_H3O1F1S1Cm1Lr1_bdf393,7,96,-0.6751883655696231,0.4662776012521012,0.4862351092693061,0.274729
mlm_H3O1F1S1Cm1Lr1_bdf393,8,103,1.2206220142088064,0.4243382761060136,0.7520128439965805,0.321404
mlm_H3O1F2Pu1Es1_4d0af8,7,94,-0.5423916565031695,0.7460842066707112,0.8195240277456403,0.71268
mlm_H3O1F2Pu1Es1_4d0af8,8,99,1.7185653775708438,0.4771672341928263,0.5989326481183636,0.851216
mlm_H3O1F2Pu1Fm1_b99ab4,7,94,-2.045904752386566,0.6720726776207594,0.721301858386217,0.607139
mlm_H3O1F2Pu1Fm1_b99ab4,8,100,2.9116976995550083,0.6871443803016613,0.7974799148308087,0.68036
mlm_H3O1In2Th1Es1_096dec,7,90,1.7272115413141422,0.3975881597255753,0.58240778057538,0.691887
mlm_H3O1In2Th1Es1_096dec,8,99,-1.6714567094159296,0.5129368583877835,0.6951169434834857,0.614062
mlm_H3O1K2Ga1Th1No1_983f0c,8,90,0.7148709572976888,0.3396662581147263,0.4998922670696835,-0.085506
mlm_H3O1K2Ga1Th1No1_983f0c,9,102,-0.3948923859824041,-0.0638899696730804,0.2922059176667276,0.181291
mlm_H3O1Li1Si1Ac1Bk1_52d8f7,7,89,-1.4065021705649197,0.4257426095036606,0.5101160034619816,0.186485
mlm_H3O1Li1Si1Ac1Bk1_52d8f7,8,97,0.3359674678433958,-0.0683996328124758,0.1447021228039231,0.165637
mlm_H3O2He2Cf1Lr1_171acf,8,98,0.0638247499954138,0.67235383657487,0.6537476273762244,0.772357
mlm_H3O2He2Cf1Lr1_171acf,9,103,1.6234019976468572,0.316762456099993,0.7601757079597955,0.462751
mlm_H3O2Ne1Sb1Th1Bk1_8d1a64,8,90,-0.2431558126492918,0.4556451044566921,0.3647060244742541,0.293102
mlm_H3O2Ne1Sb1Th1Bk1_8d1a64,9,97,-0.3508797074597578,0.5224900903266992,0.7460643947251691,0.099115
mlm_H4B2As1Np1No1_9150c4,8,93,-1.4475889385835,0.3638079444993131,0.6545252632709007,0.58766
mlm_H4B2As1Np1No1_9150c4,9,102,3.0241765952467685,0.3073166455972222,0.5029336724988861,0.629552
mlm_H4B2Sb1Np1Es1_66e838,8,93,-1.3206685705169097,0.3670013929840273,0.5497957600278934,0.691949
mlm_H4B2Sb1Np1Es1_66e838,9,99,2.698256570622119,0.4194850137610989,0.4705406359952078,0.578887
mlm_H4Be2F1Ac1Es1_12b235,8,89,-1.1297383904428724,0.3787263948840291,1.1546979829265829,0.430951
mlm_H4Be2F1Ac1Es1_12b235,9,99,-0.0327767427272176,0.3898482753172933,0.5041910515955772,0.669345
mlm_H4F1Mg2Pa1Np1_25a9f9,8,91,-0.2554321970451177,0.3076487043512961,0.7177391928469723,0.806683
mlm_H4F1Mg2Pa1Np1_25a9f9,9,93,1.2240237122162925,0.219800953818343,0.7113948949331768,0.410306
mlm_H4F2S1As1Cf1Fm1_24b236,9,98,-0.2558680083830129,0.7842403183345665,0.7434502103818338,0.671221
mlm_H4F2S1As1Cf1Fm1_24b236,10,100,1.3125060431753883,0.5218132259054077,0.7326268611152507,0.66023
mlm_H4He2Cl1Th1Am1_bdbc1c,8,90,-0.3426989702834466,0.4078895076352492,0.8466924319310758,0.505649
mlm_H4He2Cl1Th1Am1_bdbc1c,9,95,1.1616656508830046,0.496522188896311,0.6638575519621277,0.724663
mlm_H4He2S1Bk1Fm1_9d6a35,8,97,-1.2381931478827846,0.045027369895489,0.0514689735048674,0.156136
mlm_H4He2S1Bk1Fm1_9d6a35,9,100,1.5725957817605634,0.3832493365625928,0.4498812340005773,0.275727
mlm_H4N1B1K1Pu1Bk1_c94c59,8,94,0.0135135510008437,0.6064702454629373,0.2949188050765281,0.745076
mlm_H4N1B1K1Pu1Bk1_c94c59,9,97,-0.2763009491549816,0.3288998844961461,0.4266140036054729,-0.021593
mlm_H4N1Kr1Sr1Pa1Cm1_d9acd3,8,91,-0.1721902270876532,0.4861876098498669,0.7265748473281811,0.582992
mlm_H4N1Kr1Sr1Pa1Cm1_d9acd3,9,96,-0.3458484921948382,0.3552723445773431,0.4906915025489315,0.323254
mlm_H4N1Mg1Sr2Md1No1_eb30bc,9,101,-0.0994823750059124,-0.1132129937074277,0.3733955223459402,0.18906
mlm_H4N1Mg1Sr2Md1No1_eb30bc,10,102,0.7540806540315823,0.0450698064293065,0.5630475176658093,0.065886
mlm_H4N1O1S1Cf1Es1_d7a8e5,8,98,0.894990545335439,0.6063872713852385,0.4129836114658652,0.65926
mlm_H4N1O1S1Cf1Es1_d7a8e5,9,99,0.5016337749713249,0.8705453619594363,0.7921583347767226,0.579162
mlm_H4N2S1K1Bk1Cf1_be7e9b,9,97,1.6978079378280608,0.2753597520820181,0.5172413843616164,0.366989
mlm_H4N2S1K1Bk1Cf1_be7e9b,10,98,-0.8430790160066464,0.8378867596388132,0.6858781774638396,0.494787
mlm_H4O1Be1F1U1Bk1_6a0009,8,92,1.156839294958008,0.5011036826125362,0.7012096118275173,0.629179
mlm_H4O1Be1F1U1Bk1_6a0009,9,97,-0.1626153016722668,0.2033334593444306,0.6473552762814011,0.307894
mlm_H4O1F1Te2Pa1Es1_a8c90a,9,91,-1.0567879709882742,0.507542320197572,0.7806932390032398,0.552686
mlm_H4O1F1Te2Pa1Es1_a8c90a,10,99,2.201925855448774,0.5798345881775082,0.7279365904537228,0.458966
mlm_H4O1F2Na1U1Md1_d93909,9,92,-1.9944713549476971,0.5320114840665942,0.9139299291992592,0.534159
mlm_H4O1F2Na1U1Md1_d93909,10,101,2.7468395504125955,0.5010693127913194,0.751612697347405,0.391285
mlm_H4O1P1Am1Cm1_4208f2,7,95,-0.8336517663321712,0.4788551282657187,0.5649872054268531,0.684136
mlm_H4O1P1Am1Cm1_4208f2,8,96,0.8734030142910008,0.4751944756240513,0.4607131821651333,0.554585
mlm_H4O1Rb1Ac1Cf1_957702,7,89,-0.5917860270334401,0.5724958872804564,0.977832676211564,0.372626
mlm_H4O1Rb1Ac1Cf1_957702,8,98,0.0724996139627359,0.4933701219387568,0.5777976717909079,0.735516
mlm_H4O2Np1Pu1_0ba13d,7,93,-1.0918333344805595,0.3988157113897081,0.5942233893720038,0.247002
mlm_H4O2Np1Pu1_0ba13d,8,94,1.22035939133659,0.3593787964080361,0.3961916707863821,0.527548
mlm_H4Po2Pu1Am1_7c5b76,7,94,-0.1610362368210061,0.2541231175240025,0.2824726032303836,0.300927
mlm_H4Po2Pu1Am1_7c5b76,8,95,-0.8305520276642389,0.2912987707076268,0.3218634388332623,0.06633
mlm_H5B2Mg1Ga1Pa1U1_edc10b,10,91,-0.4171101939813841,0.3541794389643439,0.464799945220809,0.404501
mlm_H5B2Mg1Ga1Pa1U1_edc10b,11,92,-0.0479622089670133,0.1687304354799349,0.5222837908357578,0.283515
mlm_H5Be2Es1No1_a3f52c,8,99,0.7279774177166666,0.3246791463283022,0.5345094882016336,0.615254
mlm_H5Be2Es1No1_a3f52c,9,102,1.6922795522239569,0.1485080059222684,0.671387902340325,0.547826
mlm_H5F4Pu1Cm1_4d6f74,10,94,-0.3780847887148586,0.7574205156487841,0.9137870854955136,0.843298
mlm_H5F4Pu1Cm1_4d6f74,11,96,0.6189334142910325,0.6240396550052623,0.8570871172343926,0.635066
mlm_H5K2No1Lr1_9b8430,8,102,0.9836924937270092,0.0556891396444205,0.4023665134405733,0.684555
mlm_H5K2No1Lr1_9b8430,9,103,0.4546492667689523,-0.1199607605021555,0.6695447407225419,-0.003056
mlm_H5Mg2P1Cl2K1Bk1Md1_01a27b,12,97,0.0481246231783019,-0.0138563590159614,0.3531180018142205,0.105998
mlm_H5Mg2P1Cl2K1Bk1Md1_01a27b,13,101,1.2146996878220304,0.1861485080621467,0.413928722444521,0.370774
mlm_H5Mg2Pu1Cf1_085fd5,8,94,-1.4475363534303485,0.2728765299001209,-0.0060792900551012,0.396051
mlm_H5Mg2Pu1Cf1_085fd5,9,98,-0.0358532774293181,0.1995758091437012,0.1144111074988195,0.028463
mlm_H5N2Se1Pu1Lr1_fb4976,9,94,0.0060992760400939,0.541790000301725,0.477133163587695,0.566257
mlm_H5N2Se1Pu1Lr1_fb4976,10,103,1.817466813341046,0.4010687733785487,0.5028971663681692,0.347216
mlm_H5Ne2Na2Ac1Fm1_9e90ec,10,89,-1.6789253721784174,0.1789570588161133,1.2558006769773296,-0.044476
mlm_H5Ne2Na2Ac1Fm1_9e90ec,11,100,0.0786214314258852,0.2086290277054048,0.1104067801228338,0.400431
mlm_H5O1Ar2Am1Fm1_e62bdd,9,95,0.3424884117153874,0.5574044371611464,0.7262304301818078,0.845102
mlm_H5O1Ar2Am1Fm1_e62bdd,10,100,0.5822765127045162,0.529698589387449,0.8183176741125764,0.556559
mlm_H5O1Mg1Ca1Am1Cf1_095e88,9,95,-1.500781369302576,0.2911697579485393,0.1231781774546062,0.221973
mlm_H5O1Mg1Ca1Am1Cf1_095e88,10,98,0.2099213240122439,0.3563410657720774,0.2211184575756868,0.045899
mlm_H5O1Te1Pa1Bk1_cfb663,8,91,-0.5726794533042898,0.4769458575904532,0.7111951236190551,0.679484
mlm_H5O1Te1Pa1Bk1_cfb663,9,97,1.5918058633140602,0.3189513525021716,0.6520476514741239,0.452111
mlm_H6B1Ar1Kr1Ac1Pa1_46d64a,10,89,-0.5063754478863853,0.3953476584700556,0.8557437055809701,0.418762
mlm_H6B1Ar1Kr1Ac1Pa1_46d64a,11,91,0.8802598874960283,0.3845330194223331,0.787368827912503,0.64389
mlm_H6Be1B1Np1Am1_083930,9,93,0.6226519368627342,0.4744527137772899,0.7329542550163242,0.817049
mlm_H6Be1B1Np1Am1_083930,10,95,1.2603390360097784,0.4360882043583505,0.5205424592883674,0.879572
mlm_H6He1Be1Xe1Cs1Fm1Lr1_175e7f,11,100,-0.5862138301980621,0.183599555774532,0.4857922341212495,0.43296
mlm_H6He1Be1Xe1Cs1Fm1Lr1_175e7f,12,103,1.3688347690014029,0.0883877553651503,0.60947042846813,0.346521
mlm_H6Li2F3Am1No1_9e9d01,12,95,0.0811624969621827,0.5578218018153903,0.8622980622942827,0.767145
mlm_H6Li2F3Am1No1_9e9d01,13,102,0.4932693268748304,0.3568725035973626,0.9501781402196944,0.280862
mlm_H6N1Al1As1Es1Md1_495559,10,99,-0.2110054462484856,0.4760825504787846,0.4186579782754832,0.547673
mlm_H6N1Al1As1Es1Md1_495559,11,101,1.7461948778229432,0.2532389114274427,0.6231225194605874,0.422631
mlm_H6Na2K1Np1Cm1_560cb9,10,93,1.277282640835083,0.0514783928687148,0.5303381370950775,0.770852
mlm_H6Na2K1Np1Cm1_560cb9,11,96,-1.02903048530665,0.1294500200028294,0.459970919913199,0.321611
mlm_H6Ne1Ba2U1No1_6262c9,10,92,-0.8122710651689073,0.0079847293768627,0.5768806742508426,0.486488
mlm_H6Ne1Ba2U1No1_6262c9,11,102,0.5901726729103431,-0.1610344511910952,0.3966060747573493,0.193496
mlm_H6Pa1Cf1_42fc0e,7,91,-0.6501556570118285,0.1886547092022233,0.469101664912096,0.603933
mlm_H6Pa1Cf1_42fc0e,8,98,0.8573376048013658,0.3537574449984469,0.3666144209216183,0.446076
mlm_H7Be1Mg2S2Am1Bk1_d654be,13,95,-3.98514276585057,0.3842033401731946,0.2692273982067403,0.536406
mlm_H7Be1Mg2S2Am1Bk1_d654be,14,97,3.2630181048415015,0.034956829977735,0.4631044392350365,0.209744
mlm_H7N1Kr1Te1Es1Fm1_880863,11,99,0.5624193327557507,0.4260225125521892,0.4401960266296377,0.443593
mlm_H7N1Kr1Te1Es1Fm1_880863,12,100,0.9595368183561296,0.3317794881070878,0.4726491691713935,0.494929
