CID,Atom number,Atom type,CEH-v2,EEQ,EEQ_BC,GFN1-xTB,GFN2-xTB,wB97M-V
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,1,1,-0.1319842565299105,-0.1052676726399524,-0.1828075816491122,-0.13412059,-0.12822073,-0.16537
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,2,6,-0.3738821502265783,-0.382442818432029,-0.3497804367551819,-0.36288131,-0.36317066,-0.376224
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,3,6,-0.3080608138232172,-0.1672928879558746,-0.1340185709196517,-0.03403518,-0.08545135,-0.210439
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,4,9,-0.3712063341549627,-0.5233115282283887,-0.3921127157650051,-0.39659166,-0.37940722,-0.417744
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,5,19,0.2939037492037786,0.7069282061402393,0.360978915569677,-0.18009077,0.58718187,0.299501
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,6,35,-0.0329315652294102,-0.5827755618670749,-0.1176465725393683,-0.08948621,-0.34920239,-0.04437
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,7,45,-0.3644682616826102,0.1512342830026548,-0.0549124752243047,-0.0687831,-0.30977276,-0.167001
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,8,80,0.2886296471913361,-0.097072020019574,-0.1297005627170531,0.26598881,0.02804325,0.082312
mlm_C2H1Li2Mg1Po2_f50e1b,1,1,-0.0025101523075099,0.0093921142474,-0.0226452703887158,0.03235401,-0.17323235,-0.005428
mlm_C2H1Li2Mg1Po2_f50e1b,2,3,0.5781468701715771,0.6338388971172515,0.3673236705240758,0.47722988,0.54458355,0.545601
mlm_C2H1Li2Mg1Po2_f50e1b,3,3,0.2555013925177988,0.5666195583390001,0.3392638877017395,0.30084199,0.29364234,0.410667
mlm_C2H1Li2Mg1Po2_f50e1b,4,6,-0.2217364225503579,-0.5123892712182565,-0.2647362289742062,-0.2145164,-0.29915367,-0.301178
mlm_C2H1Li2Mg1Po2_f50e1b,5,6,-0.1563914981251486,-0.3225030861152372,-0.1911793891061492,-0.07867535,-0.24164076,-0.16208
mlm_C2H1Li2Mg1Po2_f50e1b,6,12,0.3198066986390389,0.6326023901112534,0.4238661657586384,0.17257724,0.27393288,0.145994
mlm_C2H1Li2Mg1Po2_f50e1b,7,84,0.212494830981153,0.0606007004718789,0.1857336615021143,0.16800148,0.32108797,0.226824
mlm_C2H1Li2Mg1Po2_f50e1b,8,84,0.0146882806737982,-0.0681613029532914,0.1623735029825032,0.14218715,0.28078005,0.139599
mlm_C2H2Be2F1Zn1Br2_0ed3bd,1,1,0.1828567980122329,0.1435102241340611,0.09476078166546,0.24746658,0.30849385,0.170227
mlm_C2H2Be2F1Zn1Br2_0ed3bd,2,1,-0.0375929285778062,0.0324371950617907,-0.0502773793489255,-0.02401353,0.07809538,-0.078299
mlm_C2H2Be2F1Zn1Br2_0ed3bd,3,4,0.3030251699243953,0.4960227628146265,0.3551301271232336,0.52311286,0.53417643,0.218704
mlm_C2H2Be2F1Zn1Br2_0ed3bd,4,4,0.1958890773307882,0.4666603651793455,0.2322994170894588,0.31310752,0.44647866,0.219648
mlm_C2H2Be2F1Zn1Br2_0ed3bd,5,6,-0.0105407929700325,0.0111570734590089,0.0233724296304116,0.15672722,0.10896218,0.027626
mlm_C2H2Be2F1Zn1Br2_0ed3bd,6,6,-0.2950319401399186,-0.2487829661904993,-0.1655047928711144,-0.25758986,-0.21143563,-0.236354
mlm_C2H2Be2F1Zn1Br2_0ed3bd,7,9,-0.2325482131821059,-0.3583545124110611,-0.2543126177052137,-0.44200276,-0.39929464,-0.21693
mlm_C2H2Be2F1Zn1Br2_0ed3bd,8,30,0.4364316948484095,0.4424863170861417,0.4670540278025433,0.41871026,0.2238817,0.479188
mlm_C2H2Be2F1Zn1Br2_0ed3bd,9,35,0.2137214701873624,-0.0987510921037828,0.0989549573385385,0.01150124,-0.12679177,0.241582
mlm_C2H2Be2F1Zn1Br2_0ed3bd,10,35,0.2437896645666915,0.1136146329703704,0.1985230492756077,0.05298046,0.03743383,0.174679
mlm_C2H2F2Rb1Tl1_188f4b,1,1,0.0244492732378083,0.0789273323340524,-0.0101339330393801,0.04829498,0.03779981,0.019236
mlm_C2H2F2Rb1Tl1_188f4b,2,1,-0.2822776612578144,-0.0923575427173108,-0.3376198806024171,-0.2486393,-0.29538265,-0.265107
mlm_C2H2F2Rb1Tl1_188f4b,3,6,-0.3520779250851191,-0.2818440477127084,-0.2465381488360541,-0.39324804,-0.26343371,-0.268104
mlm_C2H2F2Rb1Tl1_188f4b,4,6,0.1464866447741251,0.0245378744547015,0.1323588925522926,0.43461899,0.26311588,0.123637
mlm_C2H2F2Rb1Tl1_188f4b,5,9,-0.1182419908877665,-0.323133698940046,-0.1262343164220055,-0.26692302,-0.22899443,-0.115882
mlm_C2H2F2Rb1Tl1_188f4b,6,9,-0.1128658918304978,-0.2938027119980855,-0.2004860317459934,-0.28599741,-0.24368676,-0.1367
mlm_C2H2F2Rb1Tl1_188f4b,7,37,0.5428354476663927,0.7747693443001546,0.5522748137490937,0.44563614,0.56756655,0.518949
mlm_C2H2F2Rb1Tl1_188f4b,8,81,0.1516921033828641,0.1129034502792416,0.2363786043444641,0.26625767,0.16301532,0.12404
mlm_C2H2K1Ru1W1Rn1_a6048d,1,1,-0.3360726822016424,-0.1573567132135093,-0.1975228370452151,-0.11861682,-0.30222014,-0.228602
mlm_C2H2K1Ru1W1Rn1_a6048d,2,1,-0.2437963928006552,-0.1437391259185922,-0.2028280964198406,-0.1807319,0.04379673,-0.159695
mlm_C2H2K1Ru1W1Rn1_a6048d,3,6,-0.5349649069375171,-0.7110916292016773,-0.4437208272585276,-0.1950064,-0.2309493,-0.365649
mlm_C2H2K1Ru1W1Rn1_a6048d,4,6,-0.5342240406198042,-0.6958155142746628,-0.4378756156290551,-0.392641,-0.16934417,-0.467225
mlm_C2H2K1Ru1W1Rn1_a6048d,5,19,0.2942893550913328,0.7153284505411213,0.4397832014066186,-0.10923342,0.57366679,0.256337
mlm_C2H2K1Ru1W1Rn1_a6048d,6,44,0.1282937921521401,0.3478296194955647,0.1036300088600114,-0.28787316,-0.21032048,-0.075854
mlm_C2H2K1Ru1W1Rn1_a6048d,7,74,0.1419685337627471,0.2884604572057224,-0.001263751817506,0.17900388,-0.7241231,-0.064915
mlm_C2H2K1Ru1W1Rn1_a6048d,8,86,0.0845063415534178,-0.6436155446339669,-0.2602020820964856,0.10509882,0.01949368,0.105638
mlm_C2H2N1Cl1Sr2Pt1_172899,1,1,0.0377618215130759,0.0601569751459127,0.0580372760012262,0.05180055,0.07803646,0.085422
mlm_C2H2N1Cl1Sr2Pt1_172899,2,1,-0.4247461300947064,-0.1584192219890576,-0.2718947054599715,-0.29500009,-0.03710647,-0.345041
mlm_C2H2N1Cl1Sr2Pt1_172899,3,6,-0.2320886846148164,-0.3196532408690826,-0.1850543583948838,-0.12060814,-0.07642034,-0.127931
mlm_C2H2N1Cl1Sr2Pt1_172899,4,6,-0.1000070407311897,-0.3223996837731846,-0.1562280052299515,-0.1363862,-0.113338,-0.104303
mlm_C2H2N1Cl1Sr2Pt1_172899,5,7,-0.4674082100791199,-0.7567548823776449,-0.5140109189583222,-0.43705229,-0.33346438,-0.385117
mlm_C2H2N1Cl1Sr2Pt1_172899,6,17,-0.2196508915240614,-0.4479738355254958,-0.3841619124215228,-0.54688657,-0.54473269,-0.296818
mlm_C2H2N1Cl1Sr2Pt1_172899,7,38,0.5614061978031668,0.8757194037504832,0.6449422189743853,0.74980799,0.55782894,0.461579
mlm_C2H2N1Cl1Sr2Pt1_172899,8,38,0.786967550013049,0.9352402879615808,0.6237338325132658,0.79572397,0.50734922,0.798519
mlm_C2H2N1Cl1Sr2Pt1_172899,9,78,0.0577653883953219,0.1340841976764883,0.1846365729757745,-0.06139921,-0.03815273,-0.086228
mlm_C2H2N2Rb1Sn1_409be0,1,1,-0.1804571550042359,0.0156786547982559,-0.1192726131103102,-0.09827608,-0.09463689,-0.128075
